source_name,cleaned_source_name,source_database,target_name,cleaned_target_name,target_database,sequence_identity,name_similarity,predicted_similarity,similarity_difference
blaPDC-146,pdc146,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-147,pdc147,ncbi,PDC-55,pdc55,card,0.971,0.5,0.8837622290657494,0.3837622290657494
blaPDC-148,pdc148,ncbi,PDC-201,pdc201,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaPDC-149,pdc149,ncbi,PDC-240,pdc240,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaPDC-150,pdc150,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-152,pdc152,ncbi,PDC-19a,pdc19a,card,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaPDC-153,pdc153,ncbi,PDC-68,pdc68,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-154,pdc154,ncbi,PDC-69,pdc69,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaPDC-155,pdc155,ncbi,PDC-240,pdc240,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-156,pdc156,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-157,pdc157,ncbi,PDC-201,pdc201,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-158,pdc158,ncbi,PDC-56,pdc56,card,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaPDC-159,pdc159,ncbi,PDC-19a,pdc19a,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaPDC-160,pdc160,ncbi,PDC-62,pdc62,card,0.964,0.6666666666666667,0.874358736074222,0.20769206940755525
blaPDC-161,pdc161,ncbi,PDC-3,pdc3,card,0.964,0.5,0.874358736074222,0.374358736074222
blaPDC-162,pdc162,ncbi,PDC-3,pdc3,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaPDC-164,pdc164,ncbi,PDC-6,pdc6,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
blaPDC-165,pdc165,ncbi,PDC-5,pdc5,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaADC-232,adc232,ncbi,ADC-62,adc62,card,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaADC-232,adc232,ncbi,blaADC-25,adc25,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-224,adc224,ncbi,ADC-62,adc62,card,0.953,0.6666666666666667,0.8595818185161075,0.19291515184944075
blaADC-224,adc224,ncbi,blaADC-25,adc25,resfinder,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaADC-223,adc223,ncbi,ADC-30,adc30,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-223,adc223,ncbi,blaADC-25,adc25,resfinder,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
blaGOB-32,gob32,ncbi,GOB-11,gob11,card,0.96,0.6,0.8689853115076349,0.26898531150763494
blaGOB-32,gob32,ncbi,blaGOB-11,gob11,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
blaB-26,b26,ncbi,blaB-6,b6,resfinder,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
blaIMP-60,imp60,ncbi,IMP-1,imp1,card,0.975,0.6,0.8891356536323365,0.2891356536323365
blaPDC-167,pdc167,ncbi,PDC-56,pdc56,card,0.958,0.6666666666666667,0.8662985992243413,0.19963193255767453
blaPDC-169,pdc169,ncbi,PDC-49,pdc49,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaPDC-170,pdc170,ncbi,PDC-8,pdc8,card,0.964,0.5,0.874358736074222,0.374358736074222
blaB-33,b33,ncbi,Chryseobacterium meningosepticum BlaB,b,card,0.978,0.33333333333333337,0.8931657220572766,0.5598323887239433
blaB-33,b33,ncbi,blaB-3,b3,resfinder,0.991,0.6666666666666667,0.9106293518986848,0.24396268523201803
blaIMP-61,imp61,ncbi,IMP-1,imp1,card,0.97,0.8,0.8824188729241025,0.08241887292410244
blaOXA-521,oxa521,ncbi,OXA-90,oxa90,card,0.956,0.5,0.8636118869410478,0.36361188694104785
mcr-3.20,mcr3.20,ncbi,MCR-3.1,mcr3.1,card,0.969,0.7142857142857143,0.8810755167824558,0.16678980249674147
qnrB75,qnrb75,ncbi,QnrB43,qnrb43,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
qnrB77,qnrb77,ncbi,QnrB43,qnrb43,card,0.982,0.6666666666666667,0.8985391466238637,0.23187247995719695
qnrB78,qnrb78,ncbi,QnrB13,qnrb13,card,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
qnrB80,qnrb80,ncbi,QnrB16,qnrb16,card,0.986,0.6666666666666667,0.9039125711904508,0.23724590452378402
qnrB91,qnrb91,ncbi,QnrB2,qnrb2,card,0.984,0.6666666666666667,0.9012258589071573,0.2345591922404906
blaOXA-784,oxa784,ncbi,OXA-450,oxa450,card,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-784,oxa784,ncbi,blaOXA-450,oxa450,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaOXA-533,oxa533,ncbi,OXA-417,oxa417,card,0.951,0.5,0.8568951062328138,0.35689510623281384
blaB-22,b22,ncbi,blaB-5,b5,resfinder,0.984,0.33333333333333337,0.9012258589071573,0.567892525573824
blaADC-100,adc100,ncbi,ADC-67,adc67,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaADC-100,adc100,ncbi,blaADC-25,adc25,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-101,adc101,ncbi,ADC-39,adc39,card,0.956,0.5,0.8636118869410478,0.36361188694104785
blaADC-101,adc101,ncbi,blaADC-25,adc25,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaADC-102,adc102,ncbi,ADC-79,adc79,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaADC-103,adc103,ncbi,ADC-2,adc2,card,0.96,0.5,0.8689853115076349,0.3689853115076349
blaADC-103,adc103,ncbi,blaADC-25,adc25,resfinder,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-104,adc104,ncbi,ADC-5,adc5,card,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-105,adc105,ncbi,ADC-2,adc2,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-105,adc105,ncbi,blaADC-25,adc25,resfinder,0.965,0.6666666666666667,0.8757020922158687,0.20903542554920196
blaADC-106,adc106,ncbi,ADC-2,adc2,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaADC-106,adc106,ncbi,blaADC-25,adc25,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-107,adc107,ncbi,Acinetobacter baumannii ampC beta-lactamase,ampc betalactamase,card,0.959,0.11111111111111116,0.867641955365988,0.7565308442548768
blaADC-107,adc107,ncbi,blaADC-25,adc25,resfinder,0.954,0.5,0.8609251746577542,0.3609251746577542
blaADC-86,adc86,ncbi,ADC-15,adc15,card,0.964,0.6,0.874358736074222,0.274358736074222
blaADC-89,adc89,ncbi,ADC-74,adc74,card,0.972,0.6,0.8851055852073961,0.28510558520739615
blaADC-89,adc89,ncbi,blaADC-25,adc25,resfinder,0.955,0.6,0.8622685307994009,0.26226853079940093
blaADC-90,adc90,ncbi,ADC-159,adc159,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-90,adc90,ncbi,blaADC-25,adc25,resfinder,0.954,0.6,0.8609251746577542,0.2609251746577542
blaADC-91,adc91,ncbi,ADC-76,adc76,card,0.968,0.6,0.8797321606408091,0.2797321606408091
blaADC-91,adc91,ncbi,blaADC-25,adc25,resfinder,0.956,0.6,0.8636118869410478,0.26361188694104787
blaADC-92,adc92,ncbi,ADC-76,adc76,card,0.97,0.6,0.8824188729241025,0.2824188729241025
blaADC-92,adc92,ncbi,blaADC-25,adc25,resfinder,0.958,0.6,0.8662985992243413,0.2662985992243413
blaADC-93,adc93,ncbi,ADC-79,adc79,card,0.972,0.6,0.8851055852073961,0.28510558520739615
blaADC-93,adc93,ncbi,blaADC-25,adc25,resfinder,0.959,0.6,0.867641955365988,0.267641955365988
blaADC-94,adc94,ncbi,ADC-79,adc79,card,0.971,0.6,0.8837622290657494,0.28376222906574944
blaADC-94,adc94,ncbi,blaADC-25,adc25,resfinder,0.957,0.6,0.8649552430826946,0.2649552430826946
blaADC-95,adc95,ncbi,ADC-79,adc79,card,0.971,0.6,0.8837622290657494,0.28376222906574944
blaADC-95,adc95,ncbi,blaADC-25,adc25,resfinder,0.963,0.8,0.8730153799325753,0.07301537993257523
blaADC-96,adc96,ncbi,ADC-81,adc81,card,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-97,adc97,ncbi,ADC-2,adc2,card,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-97,adc97,ncbi,blaADC-25,adc25,resfinder,0.966,0.6,0.8770454483575154,0.27704544835751543
blaADC-98,adc98,ncbi,ADC-2,adc2,card,0.96,0.6,0.8689853115076349,0.26898531150763494
blaADC-98,adc98,ncbi,blaADC-25,adc25,resfinder,0.96,0.6,0.8689853115076349,0.26898531150763494
blaADC-99,adc99,ncbi,ADC-4,adc4,card,0.962,0.6,0.8716720237909283,0.27167202379092836
blaADC-99,adc99,ncbi,blaADC-25,adc25,resfinder,0.962,0.6,0.8716720237909283,0.27167202379092836
blaOXA-510,oxa510,ncbi,OXA-338,oxa338,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-511,oxa511,ncbi,OXA-90,oxa90,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-522,oxa522,ncbi,OXA-417,oxa417,card,0.961,0.5,0.8703286676492816,0.37032866764928163
blaOXA-523,oxa523,ncbi,OXA-71,oxa71,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-524,oxa524,ncbi,OXA-71,oxa71,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-525,oxa525,ncbi,OXA-206,oxa206,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-528,oxa528,ncbi,OXA-208,oxa208,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaOXA-529,oxa529,ncbi,OXA-100,oxa100,card,0.961,0.5,0.8703286676492816,0.37032866764928163
blaOXA-530,oxa530,ncbi,OXA-51,oxa51,card,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaOXA-531,oxa531,ncbi,OXA-344,oxa344,card,0.959,0.5,0.867641955365988,0.367641955365988
blaOXA-532,oxa532,ncbi,OXA-91,oxa91,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-29,adc29,ncbi,ADC-79,adc79,card,0.97,0.8,0.8824188729241025,0.08241887292410244
blaADC-29,adc29,ncbi,blaADC-25,adc25,resfinder,0.956,0.8,0.8636118869410478,0.0636118869410478
blaGOB-27,gob27,ncbi,GOB-16,gob16,card,0.981,0.6,0.897195790482217,0.297195790482217
blaGOB-27,gob27,ncbi,blaGOB-16,gob16,resfinder,0.981,0.6,0.897195790482217,0.297195790482217
blaB-23,b23,ncbi,blaB-12,b12,resfinder,0.991,0.33333333333333337,0.9106293518986848,0.5772960185653514
blaIMP-62,imp62,ncbi,IMP-15,imp15,card,0.99,0.6,0.9092859957570378,0.30928599575703786
blaOXA-536,oxa536,ncbi,OXA-66,oxa66,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaPDC-174,pdc174,ncbi,PDC-3,pdc3,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-278,pdc278,ncbi,PDC-201,pdc201,card,0.968,0.6666666666666667,0.8797321606408091,0.21306549397414232
blaIMP-63,imp63,ncbi,IMP-12,imp12,card,0.97,0.6,0.8824188729241025,0.2824188729241025
blaIMP-64,imp64,ncbi,IMP-27,imp27,card,0.99,0.6,0.9092859957570378,0.30928599575703786
blaOXA-538,oxa538,ncbi,OXA-162,oxa162,card,0.973,0.5,0.8864489413490428,0.38644894134904284
aacA32,aaca32,ncbi,AAC(6')-32,aac6'32,card,0.963,0.7142857142857143,0.8730153799325753,0.15872966564686097
aacA32,aaca32,ncbi,aac(6')-32,aac6'32,resfinder,0.963,0.7142857142857143,0.8730153799325753,0.15872966564686097
aac(6')-Ib,aac6'ib,ncbi,ant(3'')-Ii-aac(6')-IId,ant3''iiaac6'iid,resfinder,0.966,0.375,0.8770454483575154,0.5020454483575154
blaCARB-55,carb55,ncbi,blaCARB-50,carb50,resfinder,1.0,0.8333333333333334,0.9227195571735056,0.08938622384017225
blaACT-84,act84,ncbi,ACT-20,act20,card,0.951,0.6,0.8568951062328138,0.25689510623281386
blaACT-84,act84,ncbi,blaACT-16,act16,resfinder,0.952,0.6,0.8582384623744608,0.2582384623744608
blaADC-186,adc186,ncbi,ADC-79,adc79,card,0.971,0.5,0.8837622290657494,0.3837622290657494
blaADC-186,adc186,ncbi,blaADC-25,adc25,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
mcr-8.2,mcr8.2,ncbi,MCR-8.1,mcr8.1,card,0.96,0.8333333333333334,0.8689853115076349,0.035651978174301546
mcr-8.2,mcr8.2,ncbi,mcr-8,mcr8,resfinder,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaGOB-47,gob47,ncbi,GOB-16,gob16,card,0.986,0.6,0.9039125711904508,0.3039125711904508
blaGOB-47,gob47,ncbi,blaGOB-16,gob16,resfinder,0.986,0.6,0.9039125711904508,0.3039125711904508
blaPDC-213,pdc213,ncbi,PDC-19a,pdc19a,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaOXA-817,oxa817,ncbi,OXA-133,oxa133,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-817,oxa817,ncbi,blaOXA-102,oxa102,resfinder,1.0,0.5,0.9227195571735056,0.4227195571735056
blaIMI-14,imi14,ncbi,IMI-1,imi1,card,0.96,0.8,0.8689853115076349,0.06898531150763487
blaIMI-14,imi14,ncbi,blaIMI-1,imi1,resfinder,0.96,0.8,0.8689853115076349,0.06898531150763487
blaVIM-54,vim54,ncbi,VIM-4,vim4,card,0.954,0.8,0.8609251746577542,0.060925174657754155
blaPDC-175,pdc175,ncbi,PDC-3,pdc3,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-176,pdc176,ncbi,PDC-52,pdc52,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaDHA-25,dha25,ncbi,DHA-6,dha6,card,0.956,0.6,0.8636118869410478,0.26361188694104787
blaADC-218,adc218,ncbi,ADC-82,adc82,card,0.959,0.5,0.867641955365988,0.367641955365988
blaADC-218,adc218,ncbi,blaADC-25,adc25,resfinder,0.955,0.6666666666666667,0.8622685307994009,0.19560186413273417
blaOXA-942,oxa942,ncbi,blaOXA-533,oxa533,resfinder,0.951,0.5,0.8568951062328138,0.35689510623281384
blaADC-213,adc213,ncbi,ADC-82,adc82,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaADC-213,adc213,ncbi,blaADC-25,adc25,resfinder,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaGOB-41,gob41,ncbi,GOB-1,gob1,card,0.972,0.8,0.8851055852073961,0.08510558520739608
blaGOB-41,gob41,ncbi,blaGOB-18,gob18,resfinder,0.967,0.6,0.8783888044991623,0.27838880449916237
blaB-31,b31,ncbi,Chryseobacterium meningosepticum BlaB,b,card,0.976,0.33333333333333337,0.8904790097739832,0.5571456764406498
blaB-31,b31,ncbi,blaB-11,b11,resfinder,0.982,0.6666666666666667,0.8985391466238637,0.23187247995719695
blaGOB-30,gob30,ncbi,GOB-18,gob18,card,0.982,0.6,0.8985391466238637,0.2985391466238637
blaGOB-30,gob30,ncbi,blaGOB-18,gob18,resfinder,0.982,0.6,0.8985391466238637,0.2985391466238637
blaB-34,b34,ncbi,blaB-8,b8,resfinder,0.987,0.33333333333333337,0.9052559273320977,0.5719225939987643
blaB-18,b18,ncbi,blaB-14,b14,resfinder,0.988,0.6666666666666667,0.9065992834737444,0.23993261680707767
blaB-25,b25,ncbi,blaB-5,b5,resfinder,0.986,0.6666666666666667,0.9039125711904508,0.23724590452378402
blaB-24,b24,ncbi,blaB-6,b6,resfinder,0.985,0.33333333333333337,0.902569215048804,0.5692358817154707
blaB-32,b32,ncbi,Chryseobacterium meningosepticum BlaB,b,card,0.974,0.33333333333333337,0.8877922974906896,0.5544589641573562
blaB-32,b32,ncbi,blaB-11,b11,resfinder,0.98,0.33333333333333337,0.8958524343405703,0.5625191010072369
blaGOB-46,gob46,ncbi,GOB-16,gob16,card,0.983,0.8,0.8998825027655106,0.09988250276551058
blaGOB-46,gob46,ncbi,blaGOB-16,gob16,resfinder,0.983,0.8,0.8998825027655106,0.09988250276551058
blaB-27,b27,ncbi,blaB-8,b8,resfinder,0.99,0.33333333333333337,0.9092859957570378,0.5759526624237045
blaB-39,b39,ncbi,blaB-8,b8,resfinder,0.981,0.33333333333333337,0.897195790482217,0.5638624571488836
blaB-35,b35,ncbi,blaB-12,b12,resfinder,0.988,0.33333333333333337,0.9065992834737444,0.573265950140411
blaGOB-44,gob44,ncbi,GOB-16,gob16,card,0.986,0.6,0.9039125711904508,0.3039125711904508
blaGOB-44,gob44,ncbi,blaGOB-16,gob16,resfinder,0.986,0.6,0.9039125711904508,0.3039125711904508
blaGOB-23,gob23,ncbi,GOB-12,gob12,card,0.954,0.6,0.8609251746577542,0.2609251746577542
blaGOB-23,gob23,ncbi,blaGOB-12,gob12,resfinder,0.954,0.6,0.8609251746577542,0.2609251746577542
fosA7.8,fosa7.8,ncbi,FosA7,fosa7,card,0.973,0.7142857142857143,0.8864489413490428,0.17216322706332854
fosA7.8,fosa7.8,ncbi,fosA7,fosa7,resfinder,0.973,0.7142857142857143,0.8864489413490428,0.17216322706332854
blaB-36,b36,ncbi,blaB-8,b8,resfinder,0.985,0.33333333333333337,0.902569215048804,0.5692358817154707
blaB-29,b29,ncbi,blaB-14,b14,resfinder,0.985,0.33333333333333337,0.902569215048804,0.5692358817154707
cfiA19,cfia19,ncbi,CcrA,ccra,card,0.984,0.33333333333333337,0.9012258589071573,0.567892525573824
cfiA19,cfia19,ncbi,cfiA13,cfia13,resfinder,0.984,0.8333333333333334,0.9012258589071573,0.06789252557382397
blaOXA-517,oxa517,ncbi,OXA-438,oxa438,card,0.966,0.5,0.8770454483575154,0.3770454483575154
cfiA22,cfia22,ncbi,CcrA,ccra,card,0.978,0.33333333333333337,0.8931657220572766,0.5598323887239433
cfiA22,cfia22,ncbi,cfiA4,cfia4,resfinder,0.982,0.6666666666666667,0.8985391466238637,0.23187247995719695
cfiA23,cfia23,ncbi,CcrA,ccra,card,0.983,0.33333333333333337,0.8998825027655106,0.5665491694321773
cfiA23,cfia23,ncbi,cfiA13,cfia13,resfinder,0.983,0.8333333333333334,0.8998825027655106,0.06654916943217726
cfiA24,cfia24,ncbi,CcrA,ccra,card,0.972,0.33333333333333337,0.8851055852073961,0.5517722518740628
cfiA24,cfia24,ncbi,cfiA4,cfia4,resfinder,0.978,0.8333333333333334,0.8931657220572766,0.05983238872394325
cfiA18,cfia18,ncbi,CcrA,ccra,card,0.975,0.33333333333333337,0.8891356536323365,0.5558023202990031
cfiA18,cfia18,ncbi,cfiA1,cfia1,resfinder,0.984,0.8333333333333334,0.9012258589071573,0.06789252557382397
cfiA17,cfia17,ncbi,CcrA,ccra,card,0.972,0.33333333333333337,0.8851055852073961,0.5517722518740628
cfiA17,cfia17,ncbi,cfiA14,cfia14,resfinder,0.978,0.8333333333333334,0.8931657220572766,0.05983238872394325
cfiA21,cfia21,ncbi,CcrA,ccra,card,0.966,0.33333333333333337,0.8770454483575154,0.543712115024182
cfiA21,cfia21,ncbi,cfiA1,cfia1,resfinder,0.975,0.8333333333333334,0.8891356536323365,0.055802320299003116
blaIMP-66,imp66,ncbi,IMP-1,imp1,card,0.973,0.6,0.8864489413490428,0.28644894134904286
blaPDC-177,pdc177,ncbi,PDC-69,pdc69,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaPDC-178,pdc178,ncbi,PDC-2,pdc2,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-545,oxa545,ncbi,OXA-90,oxa90,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-547,oxa547,ncbi,OXA-48,oxa48,card,0.972,0.6666666666666667,0.8851055852073961,0.2184389185407294
blaIMI-15,imi15,ncbi,IMI-1,imi1,card,0.955,0.8,0.8622685307994009,0.06226853079940087
blaIMI-15,imi15,ncbi,blaIMI-1,imi1,resfinder,0.955,0.8,0.8622685307994009,0.06226853079940087
blaOXA-554,oxa554,ncbi,OXA-208,oxa208,card,0.965,0.5,0.8757020922158687,0.3757020922158687
blaOXA-555,oxa555,ncbi,OXA-51,oxa51,card,0.963,0.6666666666666667,0.8730153799325753,0.20634871326590853
blaOXA-556,oxa556,ncbi,OXA-338,oxa338,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-557,oxa557,ncbi,OXA-94,oxa94,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-558,oxa558,ncbi,OXA-71,oxa71,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaOXA-559,oxa559,ncbi,OXA-338,oxa338,card,0.963,0.5,0.8730153799325753,0.3730153799325753
blaOXA-560,oxa560,ncbi,OXA-337,oxa337,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaOXA-561,oxa561,ncbi,OXA-407,oxa407,card,0.966,0.5,0.8770454483575154,0.3770454483575154
blaOXA-562,oxa562,ncbi,OXA-317,oxa317,card,0.953,0.5,0.8595818185161075,0.3595818185161075
blaOXA-564,oxa564,ncbi,OXA-417,oxa417,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaOXA-565,oxa565,ncbi,OXA-818,oxa818,card,0.956,0.5,0.8636118869410478,0.36361188694104785
qnrB95,qnrb95,ncbi,QnrB43,qnrb43,card,0.98,0.6666666666666667,0.8958524343405703,0.22918576767390353
qnrB95,qnrb95,ncbi,qnrB43,qnrb43,resfinder,0.98,0.6666666666666667,0.8958524343405703,0.22918576767390353
blaOXA-939,oxa939,ncbi,OXA-338,oxa338,card,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaOXA-939,oxa939,ncbi,blaOXA-338,oxa338,resfinder,0.959,0.6666666666666667,0.867641955365988,0.20097528869932124
blaADC-237,adc237,ncbi,ADC-5,adc5,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaADC-237,adc237,ncbi,blaADC-25,adc25,resfinder,0.956,0.6666666666666667,0.8636118869410478,0.1969452202743811
blaOXA-938,oxa938,ncbi,OXA-51,oxa51,card,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-938,oxa938,ncbi,blaOXA-51,oxa51,resfinder,0.962,0.5,0.8716720237909283,0.37167202379092834
blaOXA-832,oxa832,ncbi,OXA-421,oxa421,card,0.957,0.5,0.8649552430826946,0.36495524308269456
blaOXA-832,oxa832,ncbi,blaOXA-421,oxa421,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
blaADC-250,adc250,ncbi,ADC-30,adc30,card,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
blaADC-250,adc250,ncbi,blaADC-25,adc25,resfinder,0.963,0.8333333333333334,0.8730153799325753,0.039682046599241905
blaADC-253,adc253,ncbi,ADC-22,adc22,card,0.957,0.6666666666666667,0.8649552430826946,0.19828857641602782
blaOXA-941,oxa941,ncbi,blaOXA-500,oxa500,resfinder,0.957,0.5,0.8649552430826946,0.36495524308269456
blaOXA-943,oxa943,ncbi,OXA-417,oxa417,card,0.955,0.5,0.8622685307994009,0.3622685307994009
blaOXA-943,oxa943,ncbi,blaOXA-500,oxa500,resfinder,0.966,0.5,0.8770454483575154,0.3770454483575154
blaADC-252,adc252,ncbi,ADC-12,adc12,card,0.966,0.6666666666666667,0.8770454483575154,0.21037878169084867
blaOXA-940,oxa940,ncbi,OXA-100,oxa100,card,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaOXA-940,oxa940,ncbi,blaOXA-100,oxa100,resfinder,0.96,0.6666666666666667,0.8689853115076349,0.20231864484096818
blaADC-251,adc251,ncbi,ADC-2,adc2,card,0.967,0.6666666666666667,0.8783888044991623,0.2117221378324956
blaADC-251,adc251,ncbi,blaADC-25,adc25,resfinder,0.957,0.8333333333333334,0.8649552430826946,0.03162190974936119
blaGOB-19,gob19,ncbi,GOB-11,gob11,card,0.967,0.8,0.8783888044991623,0.0783888044991623
blaGOB-19,gob19,ncbi,blaGOB-11,gob11,resfinder,0.967,0.8,0.8783888044991623,0.0783888044991623
blaOXA-842,oxa842,ncbi,OXA-270,oxa270,card,0.95,0.5,0.8555517500911671,0.35555175009116713
blaOXA-842,oxa842,ncbi,blaOXA-270,oxa270,resfinder,0.95,0.5,0.8555517500911671,0.35555175009116713
blaGOB-28,gob28,ncbi,GOB-1,gob1,card,0.968,0.6,0.8797321606408091,0.2797321606408091
blaGOB-28,gob28,ncbi,blaGOB-18,gob18,resfinder,0.963,0.8,0.8730153799325753,0.07301537993257523
blaB-30,b30,ncbi,blaB-14,b14,resfinder,0.989,0.33333333333333337,0.9079426396153911,0.5746093062820578
blaOXA-546,oxa546,ncbi,OXA-252,oxa252,card,0.976,0.5,0.8904790097739832,0.3904790097739832
blaPDC-180,pdc180,ncbi,PDC-52,pdc52,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-181,pdc181,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-182,pdc182,ncbi,PDC-8,pdc8,card,0.97,0.6666666666666667,0.8824188729241025,0.21575220625743574
blaPDC-185,pdc185,ncbi,PDC-240,pdc240,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-187,pdc187,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-188,pdc188,ncbi,PDC-28,pdc28,card,0.961,0.6666666666666667,0.8703286676492816,0.2036620009826149
blaPDC-190,pdc190,ncbi,PDC-429,pdc429,card,0.964,0.5,0.874358736074222,0.374358736074222
blaPDC-191,pdc191,ncbi,PDC-3,pdc3,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-193,pdc193,ncbi,PDC-45,pdc45,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-194,pdc194,ncbi,PDC-1,pdc1,card,0.969,0.6666666666666667,0.8810755167824558,0.21440885011578903
blaPDC-198,pdc198,ncbi,PDC-3,pdc3,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-199,pdc199,ncbi,PDC-19b,pdc19b,card,0.964,0.8333333333333334,0.874358736074222,0.04102540274088862
blaPDC-202,pdc202,ncbi,PDC-66,pdc66,card,0.968,0.5,0.8797321606408091,0.37973216064080906
blaPDC-203,pdc203,ncbi,PDC-8,pdc8,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-204,pdc204,ncbi,PDC-3,pdc3,card,0.964,0.5,0.874358736074222,0.374358736074222
blaPDC-205,pdc205,ncbi,PDC-8,pdc8,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-206,pdc206,ncbi,PDC-3,pdc3,card,0.969,0.5,0.8810755167824558,0.38107551678245577
blaPDC-208,pdc208,ncbi,PDC-3,pdc3,card,0.97,0.5,0.8824188729241025,0.3824188729241025
blaPDC-209,pdc209,ncbi,PDC-54,pdc54,card,0.967,0.5,0.8783888044991623,0.37838880449916235
blaPDC-210,pdc210,ncbi,PDC-5,pdc5,card,0.966,0.5,0.8770454483575154,0.3770454483575154
