id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
WP_102607465.1	ncbi	mcr-3.11	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-3.11	ARO3004500	MCR-3.11	RBH	1.0	1.0	PMID: ['29760138'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	mcr-3.11	mcr-3.11	RBH	1.0	1.0	phenotype: confers resistance to: COLISTIN
WP_102793805.1	ncbi	blaGOB-45	phenotype: confers resistance to subclass: CARBAPENEM, product: subclass B3 metallo-beta-lactamase GOB-45	ARO3005694	GOB-45	RBH	1.0	1.0	is_a: ARO:3004212:GOB beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaGOB-18	blaGOB-18	OWH	0.975	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM
WP_102803085.1	ncbi	blaOXY-1-7	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-1-7	ARO3009192	OXY-1-7	RBH	1.0	1.0	is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaOXY-1-7	blaOXY-1-7	OWH	0.931	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_103034696.1	ncbi	blaROB-5	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: broad-spectrum class A beta-lactamase ROB-5	ARO3005075	ROB-5	RBH	1.0	1.0	is_a: ARO:3002994:ROB beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaROB-1	blaROB-1	OWH	0.939	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, PENICILLIN
WP_103236150.1	ncbi	blaADC-361	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase ADC-361	ARO3006341	ADC-169	OWH	0.966	1.0	is_a: ARO:3005460:ADC beta-lactamases pending classification for carbapenemase activity, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaADC-25	blaADC-25	OWH	0.958	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_103252528.1	ncbi	mcr-3.25	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-3.25	ARO3007258	MCR-3.25	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	mcr-3.25	mcr-3.25	RBH	1.0	1.0	phenotype: confers resistance to: COLISTIN
WP_103261726.1	ncbi	blaMOX-15	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: CMY-1/MOX family class C beta-lactamase MOX-15	ARO3008383	MOX-15	RBH	1.0	1.0	is_a: ARO:3000083:MOX beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaMOX-7	blaMOX-7	OWH	0.935	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_103283398.1	ncbi	blaCMY-182	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-182	ARO3008119	CMY-182	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	blaCMY-70	blaCMY-70	OWH	0.966	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_104009831.1	ncbi	blaPER-11	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase PER-11	ARO3006132	PER-11	RBH	1.0	1.0	is_a: ARO:3000056:PER beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM	blaPER-3	blaPER-3	OWH	0.924	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_104009832.1	ncbi	blaPDC-234	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-234	ARO3006612	PDC-234	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.963	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009833.1	ncbi	blaPDC-235	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-235	ARO3006613	PDC-235	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.96	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009834.1	ncbi	blaPDC-236	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-236	ARO3006614	PDC-236	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.95	1.0101781170483461	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009835.1	ncbi	blaPDC-237	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: inhibitor-resistant extended-spectrum class C beta-lactamase PDC-237	ARO3006615	PDC-237	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.957	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009836.1	ncbi	blaPDC-238	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-238	ARO3006616	PDC-238	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.967	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009837.1	ncbi	blaPDC-239	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-239	ARO3006617	PDC-239	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.965	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009838.1	ncbi	blaPDC-241	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-241	ARO3006619	PDC-241	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.957	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009839.1	ncbi	blaPDC-242	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-242	ARO3006620	PDC-242	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.967	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009840.1	ncbi	blaPDC-243	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: inhibitor-resistant extended-spectrum class C beta-lactamase PDC-243	ARO3006621	PDC-243	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.939	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009841.1	ncbi	blaPDC-244	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: inhibitor-resistant extended-spectrum class C beta-lactamase PDC-244	ARO3006622	PDC-244	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.942	1.0205655526992288	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009842.1	ncbi	blaPDC-246	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-246	ARO3006624	PDC-246	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.964	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009843.1	ncbi	blaPDC-247	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-247	ARO3006625	PDC-247	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.965	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009844.1	ncbi	blaPDC-248	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-248	ARO3006626	PDC-248	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.962	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009845.1	ncbi	blaPDC-249	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-249	ARO3006627	PDC-249	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.96	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009846.1	ncbi	blaVIM-56	phenotype: confers resistance to subclass: CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-56	ARO3005504	VIM-56	RBH	1.0	1.0	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaVIM-56	blaVIM-56	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_104009847.1	ncbi	blaCTX-M-178	phenotype: confers resistance to subclass: BETA-LACTAM, product: inhibitor-resistant class A beta-lactamase CTX-M-178	ARO3005601	CTX-M-178	RBH	1.0	1.0	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaCTX-M-15	blaCTX-M-15	OWH	0.918	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, CEFTRIAXONE, PIPERACILLIN, TICARCILLIN
WP_104009848.1	ncbi	blaCTX-M-187	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase CTX-M-187	ARO3005610	CTX-M-187	RBH	1.0	1.0	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaCTX-M-3	blaCTX-M-3	OWH	0.92	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, CEFTRIAXONE, PIPERACILLIN, TICARCILLIN
WP_104009849.1	ncbi	blaCMY-156	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase CMY-156	ARO3005182	CMY-156	RBH	1.0	1.0	is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: SECOND-GENERATION CEPHALOSPORIN	blaCMY-156	blaCMY-156	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM, TICARCILLIN, TICARCILLIN+CLAVULANIC ACID
WP_104009850.1	ncbi	mcr-1.12	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-1.12	ARO3004689	MCR-1.12	RBH	1.0	1.0	PMID: ['29052266', '30053115'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	mcr-1.12	mcr-1.12	RBH	1.0	1.0	phenotype: confers resistance to: COLISTIN
WP_104009851.1	ncbi	mcr-7.1	phenotype: confers resistance to subclass: COLISTIN, product: phosphoethanolamine--lipid A transferase MCR-7.1	ARO3004517	MCR-7.1	RBH	1.0	1.0	PMID: ['29912417'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3004268:MCR phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: COLISTIN A,  COLISTIN B	mcr-7.1	mcr-7.1	RBH	1.0	1.0	phenotype: confers resistance to: COLISTIN
WP_104009852.1	ncbi	blaIMP-71	phenotype: confers resistance to subclass: CARBAPENEM, product: subclass B1 metallo-beta-lactamase IMP-71	ARO3005477	IMP-71	RBH	1.0	1.0	is_a: ARO:3000020:IMP beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaIMP-71	blaIMP-71	RBH	1.0	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_104009853.1	ncbi	blaOXA-575	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-575	ARO3005796	OXA-575	RBH	1.0	1.0	is_a: ARO:3007707:OXA-214-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-214	blaOXA-214	OWH	0.949	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID
WP_104009854.1	ncbi	blaTEM-230	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase TEM-230	ARO3005261	TEM-230	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: AMPICILLIN,  CEFTAZIDIME	blaTEM-230	blaTEM-230	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_104009855.1	ncbi	blaTEM-231	phenotype: confers resistance to subclass: BETA-LACTAM, product: class A beta-lactamase TEM-231	ARO3005262	TEM-231	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CEPHALOSPORIN,  MONOBACTAM,  PENICILLIN BETA-LACTAM, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: AMPICILLIN,  CEFTAZIDIME	blaTEM-231	blaTEM-231	RBH	1.0	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_104009856.1	ncbi	blaPDC-227	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-227	ARO3006606	PDC-227	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.965	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009857.1	ncbi	blaPDC-228	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: inhibitor-resistant extended-spectrum class C beta-lactamase PDC-228	ARO3006607	PDC-228	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.937	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009858.1	ncbi	blaPDC-229	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-229	ARO3006608	PDC-229	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.96	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009859.1	ncbi	blaPDC-230	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-230	ARO3006609	PDC-230	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.96	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009860.1	ncbi	blaPDC-231	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-231	ARO3005304	PDC-231	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.962	1.0076142131979695	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009861.1	ncbi	blaPDC-232	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-232	ARO3006610	PDC-232	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.96	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104009862.1	ncbi	blaPDC-233	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: class C beta-lactamase PDC-233	ARO3006611	PDC-233	RBH	1.0	1.0	is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN,  MONOBACTAM	blaPAO	blaPAO	OWH	0.961	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, CEFTAZIDIME
WP_104039209.1	ncbi	blaOXA-1325	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-1325	ARO3001418	OXA-23	OWH	0.963	1.0	PMID: ['10602749'], is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	blaOXA-23	blaOXA-23	OWH	0.963	1.0	phenotype: confers resistance to: IMIPENEM, MEROPENEM
WP_104052979.1	ncbi	blaOXA-1255	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1255	ARO3008665	OXA-1255	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM, is_a: ARO:3007724:OXA-50-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-494	blaOXA-494	OWH	0.985	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_104074618.1	ncbi	blaOXA-1166	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1166	ARO3008584	OXA-1166	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM, is_a: ARO:3007706:OXA-213-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-500	blaOXA-500	OWH	0.957	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_104074874.1	ncbi	blaADC-288	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase ADC-288	ARO3008004	ADC-288	RBH	1.0	1.0	is_a: ARO:3005460:ADC beta-lactamases pending classification for carbapenemase activity, phenotype: confers resistance to drug class: CEPHALOSPORIN	blaADC-25	blaADC-25	OWH	0.936	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
WP_104159136.1	ncbi	blaSHV-224	phenotype: confers resistance to subclass: BETA-LACTAM, product: class A beta-lactamase SHV-224	ARO3005240	SHV-224	RBH	1.0	1.0	is_a: ARO:3000015:SHV beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	blaSHV-11	blaSHV-11	OWH	0.935	1.0	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEPHALOTHIN, PIPERACILLIN, TICARCILLIN
WP_104442312.1	ncbi	blaOXA-1036	phenotype: confers resistance to subclass: CARBAPENEM, product: carbapenem-hydrolyzing class D beta-lactamase OXA-1036	ARO3008457	OXA-1036	RBH	1.0	1.0	is_a: ARO:3000017:OXA beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN						
WP_104467712.1	ncbi	aac(6')-E963	phenotype: confers resistance to subclass: KANAMYCIN, TOBRAMYCIN, product: aminoglycoside 6'-N-acetyltransferase AAC(6')-E963												
WP_104531863.1	ncbi	blaBUT-1	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase BUT-1	ARO3005558	BUT-2	OWH	0.959	1.0	is_a: ARO:3004293:BUT beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN						
WP_104531864.1	ncbi	blaBUT-2	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase BUT-2	ARO3004294	BUT-1	RBH	1.0	0.964735516372796	PMID: ['12127496'], is_a: ARO:3004293:BUT beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN						
WP_104531865.1	ncbi	blaLHK-2	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase LHK-2	ARO3006936	LHK-2	RBH	1.0	1.0	is_a: ARO:3005418:LHK beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN						
WP_104531866.1	ncbi	blaLHK-3	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase LHK-3	ARO3006937	LHK-3	RBH	1.0	1.0	is_a: ARO:3005418:LHK beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN						
WP_104531867.1	ncbi	blaLHK-4	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase LHK-4	ARO3006938	LHK-4	RBH	1.0	1.0	is_a: ARO:3005418:LHK beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN						
WP_104531868.1	ncbi	blaLHK-5	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase LHK-5	ARO3006939	LHK-5	RBH	1.0	1.0	is_a: ARO:3005418:LHK beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN						
WP_104531869.1	ncbi	blaLHK-6	phenotype: confers resistance to subclass: BETA-LACTAM, product: class C beta-lactamase LHK-6	ARO3006940	LHK-6	RBH	1.0	1.0	is_a: ARO:3005418:LHK beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  CEPHALOSPORIN						
WP_105119688.1	ncbi	cfr(E)	phenotype: confers resistance to subclass: LINCOSAMIDE, LINEZOLID, THIAMPHENICOL, TIAMULIN, VIRGINIAMYCIN, product: 23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(E)	ARO3005023	cfrE	RBH	1.0	1.0	PMID: ['31685464'], additional_phenotype: confers resistance to drug class: LINCOSAMIDE ANTIBIOTIC,  OXAZOLIDINONE ANTIBIOTIC,  PHENICOL ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3005022:cfr(E) Group, phenotype: confers resistance to antibiotic: THIAMPHENICOL,  TIAMULIN	Cfr(E)	Cfr(E)	RBH	1.0	1.0	phenotype: confers resistance to: CHLORAMPHENICOL, CLINDAMYCIN, DALFOPRISTIN, FLORFENICOL, LINCOMYCIN, LINEZOLID, PRISTINAMYCIN IIA, TIAMULIN, VIRGINIAMYCIN M
WP_105248276.1	ncbi	blaOXA-1293	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1293	ARO3008703	OXA-1293	RBH	1.0	1.0	additional_phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM, is_a: ARO:3007724:OXA-50-like beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	blaOXA-486	blaOXA-486	OWH	0.984	1.0	phenotype: confers resistance to: UNKNOWN BETA-LACTAM
