id	database	name	metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
ARO:3005909	card	OXA-702	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630904.1	blaOXA-702	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-702	blaOXA-51	blaOXA-51	OWH	0.965	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Imipenem
ARO:3005910	card	OXA-703	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630905.1	blaOXA-703	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-703	blaOXA-261	blaOXA-261	OWH	0.966	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005911	card	OXA-704	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630906.1	blaOXA-704	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-704	blaOXA-51	blaOXA-51	OWH	0.962	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Imipenem
ARO:3005912	card	OXA-705	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630907.1	blaOXA-705	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-705	blaOXA-104	blaOXA-104	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005913	card	OXA-706	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630908.1	blaOXA-706	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-706	blaOXA-70	blaOXA-70	OWH	0.963	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005914	card	OXA-707	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630909.1	blaOXA-707	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-707	blaOXA-344	blaOXA-344	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005915	card	OXA-708	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630916.1	blaOXA-708	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-708	blaOXA-208	blaOXA-208	OWH	0.962	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005916	card	OXA-709	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630917.1	blaOXA-709	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-709	blaOXA-91	blaOXA-91	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005917	card	OXA-710	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630918.1	blaOXA-710	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-710	blaOXA-106	blaOXA-106	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005918	card	OXA-711	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630919.1	blaOXA-711	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-711	blaOXA-98	blaOXA-98	OWH	0.956	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005919	card	OXA-712	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630920.1	blaOXA-712	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-712	blaOXA-314	blaOXA-314	OWH	0.964	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005920	card	OXA-713	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630921.1	blaOXA-713	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-713	blaOXA-93	blaOXA-93	OWH	0.958	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005921	card	OXA-714	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630922.1	blaOXA-714	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-714	blaOXA-69	blaOXA-69	OWH	0.963	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin
ARO:3005922	card	OXA-715	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_016685888.1	blaOXA-715	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-715	blaOXA-89	blaOXA-89	OWH	0.958	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005923	card	OXA-716	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_031998610.1	blaOXA-716	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-716	blaOXA-429	blaOXA-429	RBH	0.996	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005924	card	OXA-717	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_032018141.1	blaOXA-717	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-717	blaOXA-71	blaOXA-71	OWH	0.964	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005925	card	OXA-718	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630910.1	blaOXA-718	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-718	blaOXA-208	blaOXA-208	OWH	0.956	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005926	card	OXA-719	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630911.1	blaOXA-719	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-719	blaOXA-383	blaOXA-383	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005927	card	OXA-720	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630912.1	blaOXA-720	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-720	blaOXA-104	blaOXA-104	OWH	0.962	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005928	card	OXA-721	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630913.1	blaOXA-721	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-721	blaOXA-340	blaOXA-340	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005929	card	OXA-722	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630914.1	blaOXA-722	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-722	blaOXA-104	blaOXA-104	OWH	0.958	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005930	card	OXA-723	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630915.1	blaOXA-723	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-723	blaOXA-429	blaOXA-429	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005931	card	OXA-726	is_a: ARO:3007699:OXA-12-like beta-lactamase, phenotype: confers resistance to drug class: penicillin beta-lactam	WP_101150415.1	blaOXA-726	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: OXA-12 family class D beta-lactamase OXA-726	ampH	ampH	OWH	0.978	1.0	phenotype: confers resistance to Ampicillin, Amoxicillin
ARO:3005932	card	OXA-727	is_a: ARO:3007734:OXA-727-like beta-lactamase, phenotype: confers resistance to drug class: penicillin beta-lactam	WP_114272532.1	blaOXA-727	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: OXA-727 family class D beta-lactamase OXA-727						
ARO:3005933	card	OXA-728	is_a: ARO:3007734:OXA-727-like beta-lactamase, phenotype: confers resistance to drug class: penicillin beta-lactam	WP_116786835.1	blaOXA-728	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: OXA-727 family class D beta-lactamase OXA-728						
ARO:3005934	card	OXA-729	is_a: ARO:3007727:OXA-55-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_114699266.1	blaOXA-729	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-729	blaOXA-SHE	blaOXA-SHE	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005935	card	OXA-730	is_a: ARO:3007733:OXA-679-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_116786836.1	blaOXA-730	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-730						
ARO:3005936	card	OXA-731	is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_116786833.1	blaOXA-731	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: OXA-48 family class D beta-lactamase OXA-731	blaOXA-436	blaOXA-436	OWH	0.926	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005937	card	OXA-732	is_a: ARO:3000017:OXA beta-lactamase, phenotype: confers resistance to antibiotic: oxacillin	WP_072678505.1	blaOXA-732	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: class D beta-lactamase OXA-732						
ARO:3005938	card	OXA-733	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630844.1	blaOXA-733	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-733	blaOXA-83	blaOXA-83	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005939	card	OXA-734	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630853.1	blaOXA-734	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-734	blaOXA-383	blaOXA-383	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005940	card	OXA-735	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_122630854.1	blaOXA-735	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-735	blaOXA-429	blaOXA-429	OWH	0.949	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005941	card	OXA-736	is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_122630855.1	blaOXA-736	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-736	blaOXA-19	blaOXA-19	OWH	0.944	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Ceftazidime
ARO:3005942	card	OXA-738	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268238.1	blaOXA-738	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-738	blaOXA-560	blaOXA-560	OWH	0.963	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005943	card	OXA-739	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_114225343.1	blaOXA-739	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-739	blaOXA-339	blaOXA-339	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005944	card	OXA-740	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268239.1	blaOXA-740	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-740	blaOXA-64	blaOXA-64	OWH	0.965	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005945	card	OXA-741	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268240.1	blaOXA-741	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-741	blaOXA-65	blaOXA-65	OWH	0.954	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005946	card	OXA-742	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268241.1	blaOXA-742	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-742	blaOXA-65	blaOXA-65	OWH	0.955	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005947	card	OXA-743	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268242.1	blaOXA-743	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-743	blaOXA-65	blaOXA-65	OWH	0.95	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005948	card	OXA-744	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268243.1	blaOXA-744	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-744	blaOXA-67	blaOXA-67	OWH	0.957	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005949	card	OXA-745	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268244.1	blaOXA-745	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-745	blaOXA-558	blaOXA-558	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005950	card	OXA-746	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268245.1	blaOXA-746	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-746	blaOXA-88	blaOXA-88	OWH	0.954	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005951	card	OXA-747	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268246.1	blaOXA-747	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-747	blaOXA-104	blaOXA-104	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005952	card	OXA-748	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268247.1	blaOXA-748	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-748	blaOXA-104	blaOXA-104	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005953	card	OXA-749	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268248.1	blaOXA-749	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-749	blaOXA-104	blaOXA-104	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005954	card	OXA-750	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268249.1	blaOXA-750	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-750	blaOXA-104	blaOXA-104	RBH	0.996	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005955	card	OXA-751	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268250.1	blaOXA-751	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-751	blaOXA-106	blaOXA-106	OWH	0.957	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005956	card	OXA-752	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268251.1	blaOXA-752	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-752	blaOXA-106	blaOXA-106	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005957	card	OXA-753	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268252.1	blaOXA-753	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-753	blaOXA-106	blaOXA-106	OWH	0.958	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005958	card	OXA-754	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268253.1	blaOXA-754	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-754	blaOXA-106	blaOXA-106	OWH	0.957	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005959	card	OXA-755	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268254.1	blaOXA-755	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-755	blaOXA-106	blaOXA-106	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005960	card	OXA-756	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268255.1	blaOXA-756	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-756	blaOXA-406	blaOXA-406	OWH	0.956	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005961	card	OXA-757	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268256.1	blaOXA-757	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-757	blaOXA-120	blaOXA-120	OWH	0.963	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005962	card	OXA-758	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268257.1	blaOXA-758	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-758	blaOXA-126	blaOXA-126	OWH	0.962	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005963	card	OXA-759	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268258.1	blaOXA-759	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-759	blaOXA-208	blaOXA-208	OWH	0.962	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005964	card	OXA-760	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268259.1	blaOXA-760	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-760	blaOXA-208	blaOXA-208	OWH	0.965	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005965	card	OXA-761	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268260.1	blaOXA-761	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-761	blaOXA-259	blaOXA-259	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005966	card	OXA-762	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268261.1	blaOXA-762	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-762	blaOXA-261	blaOXA-261	OWH	0.968	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005967	card	OXA-763	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268262.1	blaOXA-763	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-763	blaOXA-338	blaOXA-338	OWH	0.957	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005968	card	OXA-764	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268263.1	blaOXA-764	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-764	blaOXA-340	blaOXA-340	OWH	0.958	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005969	card	OXA-765	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268264.1	blaOXA-765	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-765	blaOXA-339	blaOXA-339	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005970	card	OXA-766	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268265.1	blaOXA-766	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-766	blaOXA-342	blaOXA-342	OWH	0.96	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005971	card	OXA-767	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268266.1	blaOXA-767	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-767	blaOXA-343	blaOXA-343	OWH	0.963	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005972	card	OXA-768	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268267.1	blaOXA-768	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-768	blaOXA-344	blaOXA-344	OWH	0.959	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3005973	card	OXA-769	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_128268268.1	blaOXA-769	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-769	blaOXA-345	blaOXA-345	OWH	0.961	1.0	phenotype: confers resistance to Unknown Beta-lactam
