id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata
blaOXA-132	resfinder	blaOXA-132	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001653	OXA-132	RBH	1.0	1.0	PMID: ['19567349'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_032030965.1	blaOXA-132	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-132
blaOXA-133	resfinder	blaOXA-133	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001702	OXA-133	RBH	1.0	1.0	PMID: ['19015330'], is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861038.1	blaOXA-133	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-133
blaOXA-134	resfinder	blaOXA-134	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, MEROPENEM	ARO3001695	OXA-134	RBH	1.0	1.0	PMID: ['20837764'], is_a: ARO:3007700:OXA-134-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_005104969.1	blaOXA-134	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: carbapenem-hydrolyzing class D beta-lactamase OXA-134
blaOXA-136	resfinder	blaOXA-136	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN	ARO3001765	OXA-136	RBH	1.0	1.0	PMID: ['18719182'], is_a: ARO:3007732:OXA-63-like beta-lactamase, phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM	WP_013244277.1	blaOXA-136	RBH	1.0	1.0	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-136
blaOXA-137	resfinder	blaOXA-137	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001767	OXA-137	RBH	1.0	1.0	PMID: ['18719182'], is_a: ARO:3007732:OXA-63-like beta-lactamase, phenotype: confers resistance to drug class: PENICILLIN BETA-LACTAM	WP_014932145.1	blaOXA-137	RBH	1.0	1.0	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-137
blaOXA-138	resfinder	blaOXA-138	phenotype: confers resistance to: IMIPENEM, MEROPENEM	ARO3001655	OXA-138	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861039.1	blaOXA-138	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-138
blaOXA-139	resfinder	blaOXA-139	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001451	OXA-139	RBH	1.0	1.0	is_a: ARO:3007711:OXA-24-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861040.1	blaOXA-139	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-139
blaOXA-14	resfinder	blaOXA-14	phenotype: confers resistance to: CEFEPIME, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3001409	OXA-14	RBH	1.0	1.0	PMID: ['7486940'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_064056056.1	blaOXA-14	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-14
blaOXA-141	resfinder	blaOXA-141	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001802	OXA-141	RBH	1.0	1.0	PMID: ['20482453'], is_a: ARO:3007704:OXA-2-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_058177653.1	blaOXA-141	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-2 family extended-spectrum class D beta-lactamase OXA-141
blaOXA-142	resfinder	blaOXA-142	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001803	OXA-142	RBH	1.0	1.0	PMID: ['20482453'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_063861041.1	blaOXA-142	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-142
blaOXA-143	resfinder	blaOXA-143	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, IMIPENEM, MEROPENEM	ARO3001654	OXA-143	RBH	1.0	1.0	PMID: ['19770279'], is_a: ARO:3007701:OXA-143-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861042.1	blaOXA-143	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: carbapenem-hydrolyzing class D beta-lactamase OXA-143
blaOXA-144	resfinder	blaOXA-144	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3002480	OXA-144	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_049581961.1	blaOXA-144	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-144
blaOXA-145	resfinder	blaOXA-145	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFTAZIDIME	ARO3001804	OXA-145	RBH	1.0	1.0	PMID: ['21665906'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_063861043.1	blaOXA-145	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-145
blaOXA-146	resfinder	blaOXA-146	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001779	OXA-146	RBH	1.0	1.0	PMID: ['23877677'], is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861044.1	blaOXA-146	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-146
blaOXA-147	resfinder	blaOXA-147	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME	ARO3001801	OXA-147	RBH	1.0	1.0	PMID: ['20008045'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_063861045.1	blaOXA-147	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-147
blaOXA-148	resfinder	blaOXA-148	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001453	OXA-148	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861046.1	blaOXA-148	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-148
blaOXA-149	resfinder	blaOXA-149	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001454	OXA-149	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861047.1	blaOXA-149	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-149
blaOXA-15	resfinder	blaOXA-15	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFTAZIDIME, PIPERACILLIN	ARO3001410	OXA-15	RBH	1.0	1.0	PMID: ['9087490'], is_a: ARO:3007704:OXA-2-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_063861048.1	blaOXA-15	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEFIDEROCOL, CEPHALOSPORIN, product: OXA-2 family extended-spectrum class D beta-lactamase OXA-15
blaOXA-150	resfinder	blaOXA-150	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001455	OXA-150	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861049.1	blaOXA-150	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-150
blaOXA-151	resfinder	blaOXA-151	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001456	OXA-151	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_048806429.1	blaOXA-151	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-151
blaOXA-152	resfinder	blaOXA-152	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001457	OXA-152	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861050.1	blaOXA-152	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-152
blaOXA-153	resfinder	blaOXA-153	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM, PIPERACILLIN	ARO3001458	OXA-153	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_048627819.1	blaOXA-153	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-153
blaOXA-154	resfinder	blaOXA-154	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM, PIPERACILLIN	ARO3001459	OXA-154	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861062.1	blaOXA-154	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-154
blaOXA-155	resfinder	blaOXA-155	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001460	OXA-155	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861067.1	blaOXA-155	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-155
blaOXA-156	resfinder	blaOXA-156	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM, PIPERACILLIN	ARO3001461	OXA-156	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_052266736.1	blaOXA-156	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-156
blaOXA-157	resfinder	blaOXA-157	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM, PIPERACILLIN	ARO3001462	OXA-157	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_058375744.1	blaOXA-157	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-157
blaOXA-158	resfinder	blaOXA-158	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM, PIPERACILLIN	ARO3001463	OXA-158	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861081.1	blaOXA-158	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-158
blaOXA-159	resfinder	blaOXA-159	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM, PIPERACILLIN	ARO3001464	OXA-159	RBH	1.0	1.0	PMID: ['26349828'], is_a: ARO:3007731:OXA-62-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861087.1	blaOXA-159	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159
blaOXA-16	resfinder	blaOXA-16	phenotype: confers resistance to: CEFEPIME, CEFIXIME, CEFOTAXIME, CEFTAZIDIME, PIPERACILLIN	ARO3001409	OXA-14	OWH	0.953	1.0	PMID: ['7486940'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_474197967.1	blaOXA-1447	RBH	1.0	1.0	phenotype: confers resistance to subclass: BETA-LACTAM, product: OXA-10 family class D beta-lactamase OXA-1447
blaOXA-160	resfinder	blaOXA-160	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, IMIPENEM, MEROPENEM	ARO3001663	OXA-160	RBH	1.0	1.0	PMID: ['21041501'], is_a: ARO:3007711:OXA-24-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861093.1	blaOXA-160	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-160
blaOXA-161	resfinder	blaOXA-161	phenotype: confers resistance to: CEFTAZIDIME, PIPERACILLIN	ARO3001799	OXA-161	RBH	1.0	1.0	PMID: ['19770278'], is_a: ARO:3007704:OXA-2-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_063861101.1	blaOXA-161	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-2 family extended-spectrum class D beta-lactamase OXA-161
blaOXA-162	resfinder	blaOXA-162	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, CEFEPIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3001776	OXA-162	RBH	1.0	1.0	PMID: ['22290940'], is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_060613455.1	blaOXA-162	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-162
blaOXA-163	resfinder	blaOXA-163	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, AZTREONAM, CEFEPIME, CEFOTAXIME, CEFTAZIDIME, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3001783	OXA-163	RBH	1.0	1.0	PMID: ['21422200'], is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063131934.1	blaOXA-163	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-48 family extended-spectrum class D beta-lactamase OXA-163
blaOXA-164	resfinder	blaOXA-164	phenotype: confers resistance to: IMIPENEM, MEROPENEM	ARO3001662	OXA-164	RBH	1.0	1.0	PMID: ['20921306'], is_a: ARO:3007728:OXA-58-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861121.1	blaOXA-164	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-164
blaOXA-165	resfinder	blaOXA-165	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001465	OXA-165	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861123.1	blaOXA-165	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-165
blaOXA-166	resfinder	blaOXA-166	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001466	OXA-166	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861129.1	blaOXA-166	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-166
blaOXA-167	resfinder	blaOXA-167	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001467	OXA-167	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861133.1	blaOXA-167	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-167
blaOXA-168	resfinder	blaOXA-168	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001468	OXA-168	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861136.1	blaOXA-168	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-168
blaOXA-169	resfinder	blaOXA-169	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001469	OXA-169	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861140.1	blaOXA-169	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-169
blaOXA-17	resfinder	blaOXA-17	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFTAZIDIME	ARO3001412	OXA-17	RBH	1.0	1.0	PMID: ['10348753'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: CEPHALOSPORIN,  PENICILLIN BETA-LACTAM	WP_032491804.1	blaOXA-17	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-17
blaOXA-170	resfinder	blaOXA-170	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001470	OXA-170	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861151.1	blaOXA-170	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-170
blaOXA-171	resfinder	blaOXA-171	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001471	OXA-171	RBH	1.0	1.0	is_a: ARO:3007710:OXA-23-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861157.1	blaOXA-171	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-171
blaOXA-172	resfinder	blaOXA-172	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001656	OXA-172	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_039099030.1	blaOXA-172	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-172
blaOXA-173	resfinder	blaOXA-173	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001657	OXA-173	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861179.1	blaOXA-173	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-173
blaOXA-174	resfinder	blaOXA-174	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001658	OXA-174	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861185.1	blaOXA-174	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-174
blaOXA-175	resfinder	blaOXA-175	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001659	OXA-175	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861191.1	blaOXA-175	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-175
blaOXA-176	resfinder	blaOXA-176	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001660	OXA-176	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861208.1	blaOXA-176	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-176
blaOXA-177	resfinder	blaOXA-177	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001661	OXA-177	RBH	1.0	1.0	PMID: ['20713680'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861213.1	blaOXA-177	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-177
blaOXA-178	resfinder	blaOXA-178	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001472	OXA-178	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861221.1	blaOXA-178	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-178
blaOXA-179	resfinder	blaOXA-179	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001473	OXA-179	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861229.1	blaOXA-179	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-179
blaOXA-18	resfinder	blaOXA-18	phenotype: confers resistance to: AMOXICILLIN, AMPICILLIN, AZTREONAM, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFTAZIDIME, PIPERACILLIN	ARO3001413	OXA-18	RBH	1.0	1.0	PMID: ['9333046'], is_a: ARO:3000017:OXA beta-lactamase, phenotype: confers resistance to antibiotic: OXACILLIN	WP_277915723.1	blaOXA-18	RBH	1.0	1.0	phenotype: confers resistance to subclass: CEPHALOSPORIN, product: extended-spectrum class D beta-lactamase OXA-18
blaOXA-180	resfinder	blaOXA-180	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001474	OXA-180	RBH	1.0	1.0	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_001021783.1	blaOXA-180	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-180
blaOXA-181	resfinder	blaOXA-181	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM	ARO3001784	OXA-181	RBH	1.0	1.0	PMID: ['21768505'], is_a: ARO:3007721:OXA-48-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_015060052.1	blaOXA-181	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-181
blaOXA-182	resfinder	blaOXA-182	phenotype: confers resistance to: UNKNOWN BETA-LACTAM	ARO3001709	OXA-182	RBH	1.0	1.0	PMID: ['20884158'], is_a: ARO:3007701:OXA-143-like beta-lactamase, phenotype: confers resistance to drug class: CARBAPENEM,  PENICILLIN BETA-LACTAM	WP_063861266.1	blaOXA-182	RBH	1.0	1.0	phenotype: confers resistance to subclass: CARBAPENEM, product: OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-182
